id,text,author,year,title
450,"Под небом голубым страны своей родной
Она томилась, увядала...
Увяла наконец, и верно надо мной
Младая тень уже летала;
Но недоступная черта меж нами есть.
Напрасно чувство возбуждал я:
Из равнодушных уст я слышал смерти весть,
И равнодушно ей внимал я.
Так вот кого любил я пламенной душой
С таким тяжелым напряженьем,
С такою нежною, томительной тоской,
С таким безумством и мученьем!
Где муки, где любовь? Увы! в душе моей
Для бедной, легковерной тени,
Для сладкой памяти невозвратимых дней
Не нахожу ни слез, ни пени.",Пушкин А.С.,1827,Элегия
537,"Сей поцелуй, дарованный тобой,
Преследует мое воображенье:
И в шуме дня и в тишине ночной
Я чувствую его напечатленье!
Сойдет ли сон и взор сомкнет ли мой,
Мне снишься ты, мне снится наслажденье!
Обман исчез, нет счастья! и со мной
Одна любовь, одно изнеможенье.",Баратынский Е.А,1827,Поцелуй
38,"Нет, не бывать тому, что было прежде!
Что в счастьи мне? Мертва душа моя!
""Надейся, друг"" — сказали мне друзья:
Не поздно ли вверяться мне надежде,
Когда желать почти не в силах я?
Я бременюсь нескромным их участьем,
И с каждым днем я верой к ним бедней.
Что в пустоте несвязных их речей?
Давным-давно простился я со счастьем,
Желательным слепой душе моей!
Лишь вслед ему с унылым сладострастьем
Гляжу я вдаль моих минувших дней.
Так, нежный друг, в бесчувственном забвеньи,
Еще глядит на зыби синих волн,
На влажный путь, где в темном отдаленьи
Давно исчез отбывший дружний чолн.",Баратынский Е.А.,1821,Без названия
363,"Проходит время! дни за днями
Поток незримый увлекал -
И снова желтыми листами
Осенний ветер заиграл;
Природа, тихо умирая,
В последний раз цвела в полях;
Так вянет дева молодая
Гарема душного в степях,
Так месяц тускнет в облаках
Перед рассветом угасая!
Когда печальные мечты
Волнуют душу смутной думой -
И мрачность осени угрюмой
Свои имеет красоты...
Судьбой заброшен в эти страны,
Один, далек родных брегов,
Люблю я Финские туманы -
Природы траурный покров!
Люблю смотреть, как облетают
С дерев иссохшие листы,
Смотрю - и в сердце воскресают
Давно минувшие мечты.
Признаться ль вам? и по-другому,
Друзья, мне мил осенний вид:
Он ясно сердцу молодому
О чем-то милом говорит.
Я помню: к берегу крутому
Пришла задумавшись со мной
Младая девица; пред нами
Река, покрытая волнами,
Катилась синей полосой;
В дубраве ветром обнаженной
Порой был слышен бури свист,
И вдруг упал иссохший лист
К ногам подруги незабвенной;
""Даю тебе на память я
Сей лист, чтоб как-нибудь ошибкой
Ты в свете не забыл меня!""
Она сказала мне с улыбкой;
И я храню его, друзья,
Храню, как памятник унылой
Минувшего прекрасных дней,
И нежной склонности моей,
И девы незабвенно-милой!
",[* *],1831,Элегия
436,"Я жизнь любил, когда полна 
Игривых, сладостных желаний, 
Она была озарена 
Сияньем ярких упований 
И наслажденьям отдана. 
Я жизнь любил, доколе опыт 
И муки огненных страстей, 
Не возбудили в сердце ропот, 
Не изъяснили мне людей. 
А ныне, к жизни равнодушный, 
Скучаю всем, и для меня 
Блеснув, как метеор воздушный, 
Исчезла прелесть бытия. 
Ничто не тронет, не взволнует 
Души бесчувственной моей; 
И об утрате юных дней 
Она уж боле не тоскует. 
Надежд обманчивые сны, 
Веселья пламенные дни, 
Любви таинственные ночи, 
Я все забыл! забыл и вас, 
Обворожительные очи! 
Пыл прежних чувств во мне погас, 
Я полюбил покой бесстрастья, 
И благ у жизни не прошу: 
Я не пойму земного счастья; 
Я сердце мертвое ношу.",[Без подписи],1830,Элегия
333,"Я видел милую... о незабвенный час!
Она сама счастливца призывала,
Когда душа ее огнем пылавших глаз
Для сладости любви одной пылала.
Я был в объятиях, отверзтых для меня:
За этот миг с каким бы восхищеньем
Теперь я бросил жизнь! Там вся душа моя
Одной любви пылала наслажденьем.
Я пил из уст ее восторг, когда в огне
К устам, кипевшим лобызаньем
И страстию любви, касалися оне
И веяли в меня ее дыханьем.
Я радостью дышал, когда она, склонив
Главу к груди моей воспламененной,
И руки вкруг меня лилейные обвив,
Клялася мне любовью неизменной.
Я млел, истаевал!.. Как розы предо мной
В жару любви ланиты расцветали,
И перси нежные, покров колебля свой,
Над сердцем у меня в огне пылали!
Я мучился в тоске и утопал в слезах,
Когда у ней, из-под ресниц склоненных,
Перловые струи блеснули на щеках,
Счастливою любовью озаренных,
Я умирал, когда ослабшею рукой
Прекрасная на сердце показала
И полных благ его с любимою мечтой
В таинственном <i>грядущем</i> ожидала.

Я видел сладкий сон! но радостей и слез
Эрминия не разделит со мною:
Счастливейший удел ниспослан ей с Небес -
Она без грез ночною спит порою.
",Плетнев П.А.,1820,Неразделяемое наслаждение
519,"Шуми, шуми с крутой вершины,
Не умолкай, поток седой!
Соединяй протяжный вой
С протяжным отзывом долины.

Я слышу: свищет Аквилон,
Качает елию скрыпучей,
И с непогодою ревучей
Твой рев мятежный соглашен.

Зачем, с безумным ожиданьем,
К тебе прислушиваюсь я?
Зачем трепещет грудь моя
Каким-то вещим трепетаньем?

Как очарованный стою
Над дымной бездною твоею
И, мнится, сердцем разумею
Речь безглагольную твою.

Шуми, шуми с крутой вершины,
Не умолкай, поток седой!
Соединяй протяжный вой
С протяжным отзывом долины!
",Баратынский Е.А,1827,Водопад
515,"Безумных лет угасшее веселье
Мне тяжело, как смутное похмелье. 
Но, как вино - печаль минувших дней
В моей душе чем старе, тем сильней. 
Мой путь уныл. Сулит мне труд и горе
Грядущего волнуемое море. 

Но не хочу, о други, умирать; 
Я жить хочу, чтоб мыслить и страдать; 
И ведаю, мне будут наслажденья
Меж горестей, забот и треволненья: 
Порой опять гармонией упьюсь, 
Над вымыслом слезами обольюсь, 
И может быть - на мой закат печальный
Блеснет любовь улыбкою прощальной. ",Пушкин А.С.,1830,Элегия
602,"Задумчивый, унылый, хладный
Ко свету, к суетным мечтам,
Весь пламень жизни безотрадной
С улыбкой посвящаю вам.
Когда предчувствием томимый,
Чего-то тайного я ждал,
Чего-то тайного искал,
И пламень сердца нестерпимый
Себе лишь самому вверял:
Все были чужды мне!.. Я видел
В друзьях бессмысленных детей;
Я презирал и ненавидел
Сей свет и суетных людей.
Все было мне бесцветно, скучно;
На все глядел я равнодушно;
Все было странно и смешно,
Все чем-то злым отравлено.
Но взор один, как утро ясный,
Зажег опять младую кровь,
Опять открыл мне мир прекрасный.
В нем все так ново, так светло
И улыбалось, и цвело!
Тогда душе моей холодной
Раскрылись тайные цветы
И сердцу чуждые мечты
Втеснились в грудь мою невольно
Под покрывалом красоты...
",[Леопольд Ланге],1829,Элегия
314,"Сын Марса ярого любезный,
Российский Витязь молодой,
Так пел, спеша на край родной,
Под кров отчизны безмятежный:
""О мила родина, священна!
Еще увижу я тебя;
Прими в объятия меня
Свои, страна благословенна! —
Узрю я Волги светлы воды,
Ее прелестны берега,
Леса и горы и луга:
В них видел я красу природы.
Густых домашних древ в день знойной
Под тенью отдохну опять;
Любил я песни там внимать
Певца Авроры нежной стройной.
Услышу милое журчанье
Родных, зеркальных ручейков;
С Зефиром ветреным листков
В кусточках тихое шептанье;
Лесисты горы вековыя
Я снова буду посещать;
С их высоты любил встречать
Восход денницы золотыя...
С них часто, часто восхищался,
Как Феб ход к западу склонял,
Как он окрестность позлащал —
И вод в кристаллах отражался.
Увижу вас, места прелестны!
Где юны дни я провождал —
Где радости одни лишь знал;
Печали ж были неизвестны.
Ах! кто вас видеть не желает,
Предметы милые для нас!
Друзья весенних лет! об вас
С восторгом кто не вспоминает?
Увижу и тебя, Пленира!
Утеха, радость дней моих;
В объятиях, мой друг, твоих,
Я б чтил себя счастливцем мира!..
В странах, от родины далеких,
Твой образ всюду я встречал;
Он, он меня одушевлял
На Марсовых пирах жестоких —
С тобою в сердце я средь боя
Опасность, ужас презирал —
И вихрем на врагов летал
С отвагой, храбростью героя!
Узрю - и там, быть может, руку
Плениры милой получу;
Скажу булатному мечу:
Прости — забуду с ней разлуку.
Навек, навек тогда забуду
Грозу и тучи бурных дней;
В смиренной хижине моей
Всегда с Пленирой счастлив буду!..
Он пел — и милый край виднеться
В дали уж начинал ему,
Уже путь близок был к нему,
Уже в нем сердце сильно бьется.—
Уж он родной под кровом хаты;
Приветствует его семья,
Родные, юных лет друзья,
Домашни Лары и Пенаты...
........................
Пленира ж, ах! о нем забыла
Ему другого предпочла,
Другому руку отдала -
С рукой и сердце подарила!..
.........................
В печали, в горести — расстался
Несчастный с родиной своей —
Навек прости сказал он ей -
И в брань стрелой опять помчался...
Опять взялся за меч свой верный —
Рушитель сильный вражьих сил;
Ах! он ему не изменил —
Его он друг нелицемерный.
С отчаяньем наш Витязь бился,
Свист пулей, треск бомб презирал;
Как друга смерти он искал -
И жизни в цвете лете лишился!
Увял он, радостей не зная,
Далеко от родима края!
",[Г…в],1824,Возвращение воина на родину
216,"	Все мрачно, чуждо все для сердца моего!
Как медленно летит без милого и время!
Мне веком кажутся минуты без него.
Прервитесь дни мои - мне жизнь несносно бремя.
С кем в мире бедственно я счастье находил,
С кем сердцем и душой на век соединился,
С кем радость и слезу печали я делил:
Увы! того уж нет, он в вечность преселился.
На мшистом камне сем, что прах твой тяготит,
При шуме сосн густых, вечернею порою,
Твой друг один с тоской в безмолвии грустит,
Лишь облегчает жизнь горячею слезою. -
О слезы сладкия во мраке наших дней!
Утеха горестных - катитеся по лире!
Отрадой будьте мне в печали злой моей.
Нет друга моего - нет счастия мне в мире!
Здесь зеленеет луг, лесок любимый твой,
Где вместе юные играли мы на лирах;
Не зная зависти, я в хижине родной
Стократ спокойней был самих Царей в порфире.
Ах! если б ты со мной еще, любезной, жил;
Когда б смерть лютая тебя не поразила -
Кто б был счастливей нас! Но рок не так судил:
Ужасный час настал - и твой удел - могила. -
Явись, тень милого! да слышу я твой глас.
Да взор твой ангельской прервет мои мученья!
Дай к сердцу мне прижать тебя в последний раз -
И я бестрепетно приму судьбы веленья! -
",[В. Чюриков],1815,Элегия
458,"Богиня, льющая из урны
Прохладой дышащий ручей!
Пусть брызнет ток с руки твоей
И окропит цветы лазурны!
Пусть освежится зелень вкруг
Твоею влагою перловой -
И расцветет красою новой
Благоуханный, мягкий луг!
Быть может, здесь она прохлады
В полдневный зной придет искать
И близ невидимой наяды
Любви уроки повторять.
Быть может, сон ее обнимет
На освежившихся цветах:
Она свирель свою покинет
И позабудется в мечтах.
Где вы, златые сновиденья?
Сюда слетитеся толпой!
Кружитесь над ее главой
Порою сладкого забвенья!
Быть может, сердце скажет ей:
""Весна твоих летящих дней
Цветет счастливою любовью!"" - 
И я, склоняясь к изголовью,
В безмолвной радости моей
Услышу в веющем дыханье,
Еще не встретив милой взор,
Ее невольное признанье,
Любви неспящей разговор...",Плетнев П.А.,1822,Элегия
524,"Дало две доли провидение
На выбор мудрости людской:
Или надежду и волнение,
Иль безнадежность и покой.

Верь тот надежде обольщающей,
Кто сердцем бодр и бодр умом,
Лишь по молве разновещающей
С судьбой насмешливой знаком.

Надейтесь, юноши кипящие!
Летите: крылья вам даны;
Для вас и замыслы блестящие,
И сердца пламенные сны!

Но вы, судьбину испытавшие,
Тщету утех, печали власть,
Вы знанье бытия приявшие,
Себе на тягостную часть!

Гоните прочь их рой прельстительный;
Так! доживайте жизнь в тиши
И берегите хлад спасительный
Своей бездейственной души.

Своим бесчувствием блаженные,
Как трупы мертвых из гробов,
Волхва словами пробужденные,
Встают со скрежетом зубов,

Так вы, согрев в душе желания,
Безумно вдавшись в их обман,
Проснетесь только для страдания,
Для боли новой прежних ран.",Баратынский Е.А,1823,Две доли
575,"Благодаренье вам, о Лары и Пенаты!
Вот снова друг узрел
Знакомые поля - спокойствия предел
И добрых поселян наследственные хаты.
Давно он лирой не владел 
И дружбы и родства в обители счастливой,
Куда приема вовсе нет 
Ни роскоши златой, ни знатности спесивой,
От коих заражен блистательный наш свет.
Там мой певец, в часы покоя,
Когда почиет сном Природа вкруг него,
Вновь струны звучные настроя,
Летает на крылах мечтанья своего.
То в древность углубленный,
С Горацием любовь и счастие поет;
То сам восторгом вдохновенный,
Движенья тайные друзьям передает:
Они ему, как Гению внимают, 
И горесть и восторг равно с ним разделяют.
Теперь, в дни осени, когда, последний лист 
Оторван бурею с березы обнаженной,
В дубравах слышен ветров свист,
И над долиною лежит туман сгущенной, - 
Прижавшись к огоньку у певец счастливый мой
Еще поет любовь - я увлечен мечтами,
Венчает Делию цветами, 
И от нее улыбки ждет одной; 
Ничто не возмутит беспечности счастливой,
Которую хранит он сердца в простоте,
Приносит лиру в дань любимой красоте,
И сладостен отзыв любви красноречивой.
Прекрасная его, среди своих подруг, 
Послыша лирные, знакомые ей звуки, 
Забав бросает шумный круг,
Со вздохом тайной сердца муки... 
Потупя в землю взор, медлительно идет
В уединение, к покою,
И все ей слышится - поет 
Певец, ей преданный душою. 
0 трогательный вид! задумчива, грустна, 
При свете трепетном лампады,
Сидит в безмолвии она,
И все ей говорит: ""без друга нет отрады!""
И тот же лирный глас
Склоняет милую к любви в сей тихий час. ",Глебов Д.П.,1827,На возврат друга
570,"В лесу осенний ветр и стонет, и дрожит;
По морю темному ревучий вал кочует;
Уныло крупный дождь в окно мое стучит;
Раздумье тяжкое мечты мои волнует.

Мне грустно! догорел камин трескучий мой;
Последний красный блеск над угольями вьется;
Мне грустно! тусклый день уж гаснет надо мной,
Уж с неба темного туманный вечер льется.

Как сладко он для двух супругов пролетит,
В кругу, где бабушка внучат своих ласкает,
У кресел дедовских красавица сидит
И былям старины, работая, внимает!

Мечта докучная! зачем перед тобой
Супругов долгие лобзанья пламенеют?
Что в том, как их сердца, под ризою ночной,
Средь ненасытных ласк в палящей неге млеют!

Меж тем как он кипит, мой одинокий ум!
Как сердце сирое, облившись кровью, рвется,
Когда душа моя, средь вихря горьких дум,
Над их мучительно завидной долей вьется!

Но если для меня безвестный уголок
Не создан, темными дубами осененный,
Подруга милая и яркий камелек,
В часы осенних бурь друзьями окруженный, -

О, жар святых молитв, зажгись в душе моей!
Луч веры пламенной, блесни в ее пустыне,
Пролейся в грудь мою, целительный елей -
Пусть сны вчерашние не мучат сердца ныне!

Пусть, упоенная надеждой неземной,
С душой всемирною моя соединится;
Пускай сей мрачный дол исчезнет предо мной,
Осенний в окна ветр, бушуя, не стучится.

О, пусть превыше звезд мой вознесется дух,
Туда, где взор творца их сонмы зажигает!
В мирах надсолнечных пускай мой жадный слух
Органам ангелов, восторженный, внимает...

Пусть я увижу их, в безмолвии святом
Пред троном Вечного коленопреклоненных;
Прочту символы тайн, пылающих на нем
И юным первенцам творенья откровенных...

Пусть Соломоновой премудрости звезда
Блеснет душе моей в безоблачном эфире, -
Поправ земную грусть, быть может, я тогда
Не буду тосковать о друге в здешнем мире!..",Тепляков В. Г.,1833,Одиночество
